word,happiness_rank,happiness_average,happiness_standard_deviation,twitter_rank,google_rank,nyt_rank,lyrics_rank
practical,1920,6.24,1.2867,,1147.0,2703.0,
proceeds,1921,6.24,1.1168,,4359.0,4214.0,
proposed,1922,6.24,1.6971,,1253.0,1041.0,
provides,1923,6.24,1.4647,,1300.0,2142.0,
queen,1924,6.24,1.7907,1146.0,1682.0,2714.0,882.0
revolutionary,1925,6.24,1.8578,,2612.0,,
rises,1926,6.24,1.2545,,4654.0,,3946.0
samsung,1927,6.24,1.2048,4794.0,,,
self,1928,6.24,1.2382,1104.0,320.0,,1102.0
show,1929,6.24,1.4923,167.0,422.0,283.0,186.0
sooner,1930,6.24,1.3933,4501.0,4540.0,,2710.0
speed,1931,6.24,1.4786,1902.0,1533.0,2459.0,1391.0
strategy,1932,6.24,1.2382,3116.0,1866.0,1795.0,
tale,1933,6.24,1.135,,3545.0,3809.0,2142.0
tip,1934,6.24,1.0412,1909.0,4232.0,,1947.0
updating,1935,6.24,1.0606,3810.0,,,
vip,1936,6.24,1.4507,3539.0,,,4327.0
websites,1937,6.24,1.4923,3365.0,,,
worlds,1938,6.24,1.5592,4561.0,,,2111.0
writing,1939,6.24,1.6483,683.0,717.0,1134.0,2157.0
xbox,1940,6.24,1.7445,1325.0,,,
you,1941,6.24,1.546,9.0,34.0,51.0,3.0
yours,1942,6.24,1.3786,1202.0,3824.0,,645.0
yourself,1943,6.24,1.5059,663.0,1759.0,4074.0,337.0
collective,1944,6.23,1.3707,,2795.0,,
embrace,1945,6.22,1.8959,,,,1711.0
produces,1946,6.22,1.3427,,2953.0,,
meanings,1947,6.22,1.3295,,4645.0,,
accompanied,1948,6.22,1.1119,,2215.0,3778.0,
advice,1949,6.22,1.5022,1531.0,2104.0,2380.0,2221.0
all,1950,6.22,1.4039,33.0,36.0,50.0,16.0
answered,1951,6.22,1.3445,4371.0,1856.0,2674.0,4830.0
architectural,1952,6.22,1.1301,,,4183.0,
asia,1953,6.22,1.9513,4551.0,2130.0,2292.0,
authors,1954,6.22,1.6817,,1923.0,3704.0,
avid,1955,6.22,1.148,,,4993.0,
batman,1956,6.22,1.5945,4410.0,,,
big,1957,6.22,1.5022,173.0,853.0,350.0,198.0
breast,1958,6.22,1.4469,2534.0,2938.0,3705.0,4212.0
bro,1959,6.22,1.2982,920.0,,,4307.0
build,1960,6.22,1.0746,1416.0,1925.0,1233.0,1105.0
chef,1961,6.22,1.8327,2917.0,,3969.0,
clowns,1962,6.22,1.8438,,,,3570.0
contacts,1963,6.22,1.2002,4303.0,4931.0,,
contributions,1964,6.22,1.5556,,3104.0,580.0,
cotton,1965,6.22,1.2824,,2422.0,,3207.0
cowboys,1966,6.22,1.6695,3283.0,,,4746.0
decent,1967,6.22,1.7058,2350.0,,,
designs,1968,6.22,1.6573,3881.0,3744.0,4321.0,
downloading,1969,6.22,1.3596,3510.0,,,
environment,1970,6.22,1.7177,4461.0,1018.0,1962.0,
evolution,1971,6.22,1.6073,,2125.0,4482.0,
farm,1972,6.22,1.5817,2022.0,1644.0,1834.0,3132.0
finishing,1973,6.22,1.6573,2382.0,,,
fit,1974,6.22,1.5158,1349.0,1669.0,3075.0,1139.0
foundations,1975,6.22,1.1657,,4233.0,,
full,1976,6.22,1.2171,394.0,366.0,671.0,440.0
guys,1977,6.22,1.4184,308.0,,2188.0,1133.0
instrument,1978,6.22,1.2337,,2169.0,,
join,1979,6.22,1.5556,631.0,2310.0,1743.0,1436.0
karma,1980,6.22,1.7296,4925.0,,,4539.0
knight,1981,6.22,1.4609,3210.0,,,4857.0
lives,1982,6.22,1.148,1314.0,968.0,408.0,582.0
logic,1983,6.22,1.4748,,2402.0,,
milk,1984,6.22,1.9303,966.0,2044.0,4449.0,2591.0
most,1985,6.22,1.5556,240.0,78.0,93.0,556.0
neon,1986,6.22,1.2337,,,,2755.0
night,1987,6.22,1.2982,93.0,406.0,308.0,87.0
package,1988,6.22,1.4748,2592.0,,2476.0,
participation,1989,6.22,1.148,,2248.0,4560.0,
penny,1990,6.22,1.7058,,,,3116.0
pregnant,1991,6.22,2.0829,2638.0,,,
properly,1992,6.22,1.0554,3987.0,2110.0,4577.0,
quest,1993,6.22,1.4609,,,,3647.0
restoration,1994,6.22,1.3445,,4258.0,4622.0,
seventeen,1995,6.22,1.5425,,,,3397.0
social,1996,6.22,1.0359,271.0,162.0,651.0,3503.0
styles,1997,6.22,1.016,,,3818.0,2721.0
supports,1998,6.22,1.5292,,4768.0,4302.0,
tech,1999,6.22,1.3293,1389.0,,,3689.0
thai,2000,6.22,1.3596,3089.0,,,
thoughts,2001,6.22,1.5425,1130.0,1653.0,3344.0,700.0
today,2002,6.22,1.4469,70.0,877.0,120.0,355.0
transformation,2003,6.22,1.2982,,2796.0,,
treaty,2004,6.22,1.3293,,1807.0,2889.0,
tribute,2005,6.22,1.3596,4350.0,,3592.0,
aesthetic,2006,6.21,1.5839,,4774.0,,
upside,2007,6.21,1.3832,,,,2329.0
behold,2008,6.2,1.4574,,,,3017.0
dough,2009,6.2,1.4574,,,,1311.0
sands,2010,6.2,1.5135,,,,3837.0
3-bedroom,2011,6.2,1.2617,,,,
actor,2012,6.2,1.3553,3545.0,,2208.0,
agreements,2013,6.2,1.5649,,4216.0,4198.0,
arise,2014,6.2,1.1249,,2635.0,,3614.0
assured,2015,6.2,1.5649,,3535.0,,
bubble,2016,6.2,1.5518,3526.0,,,2417.0
cereal,2017,6.2,1.3997,3610.0,,,
definitely,2018,6.2,1.4142,859.0,4688.0,3795.0,
dime,2019,6.2,1.3553,,,,1189.0
engage,2020,6.2,1.3401,,4013.0,,
erected,2021,6.2,1.4846,,4603.0,,
estate,2022,6.2,1.666,2193.0,1871.0,940.0,
ethical,2023,6.2,1.3702,,3478.0,4548.0,
everybody,2024,6.2,1.2122,829.0,3530.0,2164.0,303.0
faces,2025,6.2,1.4569,2456.0,2813.0,2022.0,982.0
feeds,2026,6.2,1.4708,,,,4335.0
haircut,2027,6.2,1.5119,3867.0,,,
halo,2028,6.2,1.807,4392.0,,,
jacket,2029,6.2,1.1249,2824.0,,,4213.0
joining,2030,6.2,1.1066,4002.0,,3803.0,
kingdom,2031,6.2,1.3248,4779.0,1501.0,,2046.0
lifted,2032,6.2,1.2289,,4433.0,,3268.0
listened,2033,6.2,1.2778,2721.0,4727.0,,3103.0
meat,2034,6.2,2.1381,2202.0,2930.0,4101.0,2282.0
menu,2035,6.2,1.2936,3076.0,,3395.0,
nurse,2036,6.2,1.2617,2442.0,3294.0,4394.0,4920.0
opening,2037,6.2,0.9258,1514.0,1621.0,1116.0,4507.0
pension,2038,6.2,2.0,,,2719.0,
phd,2039,6.2,1.5119,,,3282.0,
phones,2040,6.2,1.4286,2272.0,,,
plans,2041,6.2,1.0102,1049.0,1554.0,512.0,1304.0
premier,2042,6.2,1.0498,4125.0,,,
proposals,2043,6.2,1.6903,,4071.0,2271.0,
protein,2044,6.2,1.3093,,1776.0,,
providence,2045,6.2,1.7496,,,3983.0,
recommendations,2046,6.2,1.4142,,4459.0,4535.0,
sexual,2047,6.2,1.4569,3527.0,1417.0,1852.0,3744.0
soda,2048,6.2,1.7379,4202.0,,,
spain,2049,6.2,1.6903,4612.0,1982.0,2914.0,
stable,2050,6.2,1.3702,,2638.0,3975.0,
succession,2051,6.2,1.2936,,3568.0,,
supporters,2052,6.2,1.5779,,,2280.0,
taco,2053,6.2,1.7496,2748.0,,,
think,2054,6.2,1.2936,73.0,228.0,168.0,92.0
trading,2055,6.2,1.2454,3068.0,3761.0,1075.0,
upward,2056,6.2,1.5119,,4691.0,,
yields,2057,6.2,1.4286,,4740.0,,
sailor,2058,6.19,1.2272,,,,3601.0
dynamics,2059,6.19,1.3153,,4321.0,,
lyrical,2060,6.19,1.5527,,,,2890.0
copper,2061,6.18,1.603,,2650.0,,
realise,2062,6.18,1.2529,,,,2804.0
righteous,2063,6.18,1.822,,,,3557.0
transformed,2064,6.18,1.1488,,4217.0,,
venus,2065,6.18,1.5636,,,,4998.0
80s,2066,6.18,1.7106,,,,
advocates,2067,6.18,1.4665,,,3421.0,
aha,2068,6.18,1.2567,3038.0,,,4412.0
ate,2069,6.18,1.4525,1014.0,,,2912.0
atlantic,2070,6.18,1.207,,3443.0,1618.0,
awareness,2071,6.18,1.2887,3972.0,3292.0,,
balance,2072,6.18,1.6123,3370.0,1387.0,2161.0,3516.0
blonde,2073,6.18,1.5996,3302.0,,,3969.0
burger,2074,6.18,2.3008,2070.0,,,
buyer,2075,6.18,1.1551,,,2264.0,
certificate,2076,6.18,1.1373,4690.0,,,
chances,2077,6.18,1.0437,3975.0,,3696.0,1862.0
chief,2078,6.18,1.1551,3333.0,721.0,260.0,
clearly,2079,6.18,1.1192,2354.0,802.0,1578.0,2732.0
cultural,2080,6.18,1.1551,,870.0,1573.0,
draws,2081,6.18,1.32,,,,3983.0
driving,2082,6.18,1.6499,822.0,3267.0,1979.0,1120.0
duck,2083,6.18,1.3952,3710.0,,,2209.0
eagle,2084,6.18,1.8811,4887.0,,,3010.0
emotions,2085,6.18,1.7106,,3558.0,,1985.0
established,2086,6.18,1.1726,,637.0,1791.0,
experiments,2087,6.18,1.5996,,1881.0,,
expression,2088,6.18,1.3045,,839.0,4788.0,
fishing,2089,6.18,1.826,4237.0,3764.0,4212.0,
fri,2090,6.18,2.0572,2946.0,,,
fully,2091,6.18,1.2237,2858.0,1120.0,1896.0,3873.0
informed,2092,6.18,1.3354,,2334.0,4293.0,
initiated,2093,6.18,1.3805,,4960.0,,
italy,2094,6.18,1.4665,4252.0,1846.0,1925.0,
king,2095,6.18,1.5609,597.0,379.0,924.0,542.0
land,2096,6.18,1.3354,1670.0,289.0,1048.0,464.0
lion,2097,6.18,1.6123,2900.0,,,3089.0
miami,2098,6.18,1.746,1810.0,,1378.0,4054.0
midnight,2099,6.18,1.4241,1737.0,,3635.0,1041.0
mineral,2100,6.18,1.0039,,4133.0,,
nomination,2101,6.18,1.207,,,2877.0,
oak,2102,6.18,1.4665,,,4383.0,
occasions,2103,6.18,1.5077,,3199.0,,
philosophical,2104,6.18,1.3805,,2891.0,,
playlist,2105,6.18,1.6123,4139.0,,,
profound,2106,6.18,1.5477,,3668.0,2373.0,
provided,2107,6.18,1.1899,,586.0,1191.0,
resolution,2108,6.18,1.2887,4442.0,1904.0,2499.0,
riding,2109,6.18,1.3952,2328.0,4850.0,4420.0,1295.0
safety,2110,6.18,1.7343,2712.0,1723.0,1167.0,3857.0
scientist,2111,6.18,1.2887,,,3702.0,
she,2112,6.18,1.5868,105.0,55.0,41.0,55.0
sight,2113,6.18,0.9833,3631.0,1504.0,4307.0,737.0
spice,2114,6.18,1.7225,4836.0,,,
steady,2115,6.18,1.3354,4234.0,3266.0,4547.0,1433.0
survey,2116,6.18,1.5077,3328.0,1579.0,2055.0,
swiss,2117,6.18,1.6499,,,3567.0,
t-shirt,2118,6.18,1.4384,,,,
tiger,2119,6.18,1.746,1296.0,,,4159.0
tomorrow,2120,6.18,1.3805,170.0,4618.0,683.0,508.0
tourist,2121,6.18,1.4241,,,4909.0,
tournament,2122,6.18,1.3805,4861.0,,1498.0,
trade,2123,6.18,1.0039,2025.0,478.0,500.0,2092.0
trains,2124,6.18,1.32,4884.0,,3460.0,3945.0
tune,2125,6.18,1.4241,1082.0,,,1380.0
victor,2126,6.18,1.7225,,,2976.0,
walking,2127,6.18,1.5609,1024.0,2730.0,2452.0,546.0
wireless,2128,6.18,1.5996,3034.0,,4873.0,
www,2129,6.18,1.5609,,2721.0,,
yea,2130,6.18,1.6744,549.0,,,634.0
beds,2131,6.17,1.7177,,4360.0,,
preference,2132,6.17,0.9964,,3923.0,,
applying,2133,6.16,1.1609,,4078.0,,
crop,2134,6.16,1.2474,,3654.0,,
enable,2135,6.16,1.1963,,2919.0,,
interactions,2136,6.16,1.1609,,3677.0,,
narrative,2137,6.16,1.241,,2315.0,,
railway,2138,6.16,1.3439,,2633.0,,
afford,2139,6.16,1.2349,3249.0,3226.0,2845.0,2543.0
allowing,2140,6.16,1.0947,,3417.0,2690.0,
automobile,2141,6.16,1.3756,,,4650.0,
bands,2142,6.16,1.4619,3045.0,4415.0,,4687.0
boys,2143,6.16,1.2349,689.0,1373.0,2205.0,471.0
cds,2144,6.16,1.2014,4913.0,,,
christ,2145,6.16,2.3067,2509.0,909.0,4238.0,1526.0
dictionary,2146,6.16,1.5696,,4987.0,,
downloads,2147,6.16,1.1314,4476.0,,,
eagles,2148,6.16,1.4479,3861.0,,,
engaged,2149,6.16,1.9625,3854.0,1823.0,4277.0,
especially,2150,6.16,1.0174,1021.0,429.0,946.0,3471.0
fiction,2151,6.16,1.4337,,3194.0,2869.0,4332.0
grocery,2152,6.16,1.7304,2511.0,,,
hotel,2153,6.16,1.5954,523.0,2465.0,981.0,1826.0
houses,2154,6.16,1.6333,4326.0,1272.0,1658.0,3617.0
hubby,2155,6.16,1.7186,1757.0,,,
included,2156,6.16,1.2993,4105.0,966.0,316.0,
lemon,2157,6.16,1.3456,3548.0,,,
mellow,2158,6.16,1.5301,,,,4082.0
minds,2159,6.16,1.2349,2803.0,2308.0,4217.0,1181.0
my,2160,6.16,1.2835,10.0,64.0,115.0,8.0
own,2161,6.16,1.9205,367.0,119.0,222.0,222.0
pacific,2162,6.16,1.1843,4244.0,2463.0,1915.0,
people,2163,6.16,1.5826,52.0,102.0,66.0,179.0
planning,2164,6.16,1.4619,1265.0,1180.0,1301.0,
polish,2165,6.16,1.3903,,3961.0,4346.0,
premium,2166,6.16,1.4479,4532.0,,,
providing,2167,6.16,1.2014,,2061.0,2448.0,
readers,2168,6.16,1.2349,4904.0,2386.0,1946.0,
rocked,2169,6.16,1.4479,4269.0,,,3398.0
sausage,2170,6.16,1.8223,4768.0,,,
south,2171,6.16,1.6081,833.0,370.0,311.0,927.0
transportation,2172,6.16,1.6826,,3076.0,1489.0,
turkey,2173,6.16,1.8111,1598.0,4657.0,3892.0,
wed,2174,6.16,1.8223,2861.0,,,
wheels,2175,6.16,1.2182,,,,1617.0
woods,2176,6.16,1.3303,1836.0,3349.0,3262.0,2884.0
yacht,2177,6.16,1.3607,,,4034.0,
livin,2178,6.15,1.5977,,,,1425.0
believing,2179,6.14,1.5275,,,,2043.0
chemistry,2180,6.14,1.3994,,4059.0,,
continuous,2181,6.14,1.1365,,2144.0,,
persons,2182,6.14,1.2748,,654.0,,
seed,2183,6.14,1.3844,,3286.0,,1996.0
sheep,2184,6.14,1.5411,,3481.0,,2719.0
successive,2185,6.14,1.4142,,4298.0,,
adult,2186,6.14,1.3403,1676.0,1975.0,2854.0,
amsterdam,2187,6.14,1.4984,,,1381.0,
arises,2188,6.14,1.1068,,3915.0,,
arrived,2189,6.14,1.3999,1857.0,1338.0,2195.0,3679.0
asleep,2190,6.14,1.7498,847.0,,,1349.0
aviation,2191,6.14,1.3403,,,4334.0,
basketball,2192,6.14,2.0899,1786.0,,257.0,
browser,2193,6.14,1.0304,4300.0,,,
cathedral,2194,6.14,1.552,,,3381.0,
cd,2195,6.14,1.3554,1149.0,4375.0,,3581.0
cheek,2196,6.14,1.5909,,,,2611.0
combination,2197,6.14,1.143,,1825.0,3366.0,
conscious,2198,6.14,1.3852,,2350.0,,
cricket,2199,6.14,1.6164,4797.0,,,
debut,2200,6.14,1.2618,4589.0,,3312.0,
dividends,2201,6.14,1.552,,,4378.0,
drinking,2202,6.14,1.7144,876.0,3389.0,4197.0,1665.0
elizabeth,2203,6.14,1.7263,,2703.0,801.0,
eye,2204,6.14,1.4287,978.0,953.0,1998.0,494.0
generate,2205,6.14,1.1608,,4632.0,,
granted,2206,6.14,1.8071,,2026.0,3398.0,2604.0
guests,2207,6.14,1.3852,4781.0,4803.0,3521.0,
huge,2208,6.14,1.7025,787.0,2621.0,1646.0,
jumping,2209,6.14,1.578,3922.0,,,3011.0
kindle,2210,6.14,1.2456,3751.0,,,
launches,2211,6.14,1.125,3285.0,,,
mend,2212,6.14,1.2124,,,,2645.0
models,2213,6.14,1.578,3720.0,1466.0,3009.0,
mutual,2214,6.14,1.1068,,2665.0,1860.0,
offered,2215,6.14,1.3999,4154.0,1207.0,969.0,
places,2216,6.14,1.1608,1706.0,918.0,1722.0,1058.0
plan,2217,6.14,1.2779,659.0,624.0,353.0,853.0
principles,2218,6.14,1.3999,,855.0,4371.0,
recovering,2219,6.14,1.3095,4669.0,,,
respectively,2220,6.14,1.2124,,2109.0,1195.0,
restore,2221,6.14,1.1608,,4932.0,3990.0,
ride,2222,6.14,1.3852,867.0,3964.0,3078.0,280.0
rock,2223,6.14,1.2938,289.0,1616.0,1306.0,232.0
shirts,2224,6.14,1.0304,3515.0,,,
sony,2225,6.14,1.3554,2856.0,,,
strategies,2226,6.14,1.4429,,2655.0,4043.0,
strongly,2227,6.14,1.2779,,2030.0,3181.0,
temple,2228,6.14,1.4144,,1892.0,1568.0,3427.0
thousands,2229,6.14,1.0692,3074.0,2342.0,1406.0,4044.0
tonight,2230,6.14,1.3403,139.0,,855.0,180.0
trail,2231,6.14,1.143,4521.0,4380.0,3674.0,2478.0
twin,2232,6.14,1.2938,3230.0,,4564.0,4916.0
up,2233,6.14,1.5254,34.0,72.0,69.0,31.0
updates,2234,6.14,1.2124,1506.0,,,
vagina,2235,6.14,1.8071,3341.0,,,
yahoo,2236,6.14,1.738,2008.0,,,
receives,2237,6.13,1.4237,,4559.0,,
exclusively,2238,6.12,1.4385,,3821.0,,
writings,2239,6.12,1.6964,,2608.0,,
destiny,2240,6.12,1.4525,,,,1233.0
outcomes,2241,6.12,1.4381,,4580.0,,
quicker,2242,6.12,1.1481,,,,4042.0
boulevard,2243,6.12,1.2558,,,2799.0,4033.0
chapels,2244,6.12,1.3192,,,3734.0,
consideration,2245,6.12,1.272,,1410.0,4125.0,
digital,2246,6.12,1.4234,1384.0,4385.0,2778.0,
dish,2247,6.12,1.409,4457.0,,,
eat-in,2248,6.12,1.1542,,,,
ensure,2249,6.12,1.3649,,2634.0,,
event,2250,6.12,1.6492,538.0,1240.0,1189.0,
everyone,2251,6.12,1.2229,205.0,1731.0,998.0,516.0
face,2252,6.12,1.1718,267.0,393.0,774.0,160.0
focus,2253,6.12,1.0622,1707.0,1586.0,1534.0,2712.0
funds,2254,6.12,1.8254,4847.0,2005.0,717.0,
garlic,2255,6.12,1.6616,4697.0,,,
investing,2256,6.12,1.5471,,,2876.0,
keyboard,2257,6.12,1.3944,3188.0,,,
knows,2258,6.12,0.8953,868.0,1620.0,1535.0,379.0
leaf,2259,6.12,1.3944,,4060.0,,3634.0
males,2260,6.12,1.4658,,3752.0,,
maps,2261,6.12,1.1542,4437.0,4259.0,,
masters,2262,6.12,1.3346,,3681.0,4758.0,
networking,2263,6.12,1.2558,1623.0,,,
nursing,2264,6.12,1.4658,4640.0,2793.0,3126.0,
patiently,2265,6.12,1.507,,,,4173.0
proceeded,2266,6.12,1.3346,,3607.0,,
proceeding,2267,6.12,1.3944,,4728.0,,
profession,2268,6.12,1.1183,,3106.0,,
robot,2269,6.12,1.3192,3494.0,,,3519.0
snowing,2270,6.12,2.1631,2239.0,,,
studied,2271,6.12,1.3037,,1741.0,3458.0,
study,2272,6.12,1.6243,1017.0,264.0,771.0,4835.0
theme,2273,6.12,1.1718,1526.0,2749.0,3197.0,
toward,2274,6.12,1.1364,4278.0,538.0,793.0,4074.0
traditional,2275,6.12,1.698,4684.0,1188.0,1710.0,
treasurer,2276,6.12,1.5205,,,4404.0,
university's,2277,6.12,1.4518,,,,
v-day,2278,6.12,1.507,,,,
very,2279,6.12,1.8913,129.0,84.0,166.0,447.0
voted,2280,6.12,1.2558,754.0,,1964.0,
wii,2281,6.12,1.599,1368.0,,,
waving,2282,6.11,1.4481,,,,4424.0
extending,2283,6.1,1.2588,,4056.0,,
readily,2284,6.1,1.4475,,2216.0,,
mirrors,2285,6.1,1.3423,,,,4612.0
nearer,2286,6.1,1.1769,,4917.0,,
nurses,2287,6.1,1.9175,,4844.0,,
preserved,2288,6.1,1.403,,3119.0,,
senses,2289,6.1,1.4895,,3885.0,,2397.0
aah,2290,6.1,1.5811,,,,2654.0
acknowledged,2291,6.1,1.4321,,4132.0,2262.0,
beers,2292,6.1,2.2246,4358.0,,,
bentley,2293,6.1,1.6933,,,,4905.0
brazil,2294,6.1,1.359,2653.0,4776.0,3211.0,
cattle,2295,6.1,1.3887,,2819.0,,
challenging,2296,6.1,1.5419,,,,
check,2297,6.1,1.5286,204.0,1852.0,2321.0,509.0
chili,2298,6.1,1.8544,3395.0,,,
citizens,2299,6.1,1.5152,,1655.0,1879.0,
collection,2300,6.1,1.0738,1963.0,1331.0,1187.0,
comprehend,2301,6.1,1.594,,,,4858.0
customers,2302,6.1,1.0926,2822.0,3513.0,1392.0,
elected,2303,6.1,1.4178,,2297.0,1527.0,
electricity,2304,6.1,1.6194,,4404.0,4177.0,
enters,2305,6.1,1.2817,,4737.0,,
essence,2306,6.1,1.1473,,3357.0,,4730.0
fab,2307,6.1,1.5152,2945.0,,,
forthcoming,2308,6.1,1.0738,,,3871.0,
forward,2309,6.1,0.8391,590.0,1029.0,1253.0,2058.0
guide,2310,6.1,1.165,1322.0,1805.0,2121.0,1555.0
herself,2311,6.1,1.1112,3218.0,1022.0,2384.0,2491.0
increasingly,2312,6.1,1.3439,,2456.0,2504.0,
info,2313,6.1,1.2657,923.0,,,
investments,2314,6.1,1.669,,,2438.0,
justification,2315,6.1,1.3439,,4704.0,,
karaoke,2316,6.1,1.9086,4752.0,,,
keeping,2317,6.1,1.1112,1599.0,1967.0,2052.0,1382.0
know,2318,6.1,1.3887,64.0,153.0,215.0,25.0
launched,2319,6.1,1.0351,3938.0,,,
life's,2320,6.1,1.3887,,,,
madame,2321,6.1,1.632,,4345.0,,
markets,2322,6.1,1.165,3822.0,2337.0,548.0,
moments,2323,6.1,1.1112,2767.0,3124.0,2846.0,1848.0
nike,2324,6.1,1.3887,4828.0,,,
november,2325,6.1,1.3439,2374.0,1215.0,520.0,
open,2326,6.1,1.359,423.0,416.0,340.0,320.0
oscar,2327,6.1,1.7757,3638.0,,4282.0,
owner,2328,6.1,1.5419,2926.0,2583.0,1165.0,
practically,2329,6.1,1.233,,2880.0,,
precise,2330,6.1,1.5551,,3549.0,,
release,2331,6.1,1.233,1248.0,2255.0,1488.0,1681.0
romans,2332,6.1,1.2657,,4682.0,,
security,2333,6.1,1.632,1556.0,945.0,469.0,3301.0
shade,2334,6.1,1.6812,,,,2059.0
shoulders,2335,6.1,1.2164,,3678.0,,2511.0
soap,2336,6.1,1.0738,3955.0,,,4885.0
springfield,2337,6.1,1.2495,,,4733.0,
start,2338,6.1,1.5419,275.0,1129.0,615.0,271.0
telecommunications,2339,6.1,1.7053,,,3747.0,
tomorrow's,2340,6.1,1.165,,,,
trinity,2341,6.1,1.488,,,4012.0,
western,2342,6.1,1.359,3704.0,729.0,1031.0,4043.0
window,2343,6.1,1.4463,924.0,1539.0,2883.0,686.0
woof,2344,6.1,1.6444,,,,4558.0
yay,2345,6.1,1.9717,492.0,,,3182.0
roam,2346,6.09,1.3646,,,,2307.0
dawning,2347,6.08,1.4415,,,,4937.0
choir,2348,6.08,1.8009,,,,3725.0
crops,2349,6.08,1.6052,,3667.0,,
elvis,2350,6.08,1.9878,,,,3361.0
significance,2351,6.08,1.2721,,1728.0,,
throne,2352,6.08,2.1099,,3576.0,,2401.0
velocity,2353,6.08,1.0376,,2448.0,,
acquainted,2354,6.08,1.5497,,4927.0,,
ahead,2355,6.08,1.3679,1263.0,2543.0,1266.0,886.0
alright,2356,6.08,1.3068,1455.0,,,362.0
audiences,2357,6.08,1.0467,,,4237.0,
ball,2358,6.08,1.2262,1232.0,2492.0,1512.0,854.0
belief,2359,6.08,1.4405,,1505.0,4370.0,3623.0
bff,2360,6.08,1.6015,3774.0,,,
boat,2361,6.08,1.4824,2708.0,2218.0,2879.0,1626.0
boots,2362,6.08,1.3679,2301.0,,,1693.0
california,2363,6.08,1.5097,1805.0,1431.0,635.0,1663.0
centuries,2364,6.08,1.3377,,2129.0,,
cheaper,2365,6.08,1.7594,4805.0,,,
clue,2366,6.08,1.1753,3648.0,,,2057.0
coat,2367,6.08,1.2428,3371.0,3707.0,,2045.0
consensus,2368,6.08,1.1753,,,4992.0,
contact,2369,6.08,0.9864,1842.0,1160.0,2041.0,3887.0
deserved,2370,6.08,1.4961,4982.0,,,
drive,2371,6.08,1.5232,555.0,1815.0,1122.0,575.0
facebook,2372,6.08,1.9361,486.0,,,
freelance,2373,6.08,1.4405,,,4017.0,
greek,2374,6.08,1.2591,4184.0,1424.0,3972.0,
grown,2375,6.08,1.2428,2372.0,2193.0,3090.0,1205.0
help,2376,6.08,1.4686,230.0,391.0,337.0,305.0
housing,2377,6.08,1.4405,4795.0,2359.0,993.0,
instant,2378,6.08,1.122,2779.0,3801.0,,4302.0
integrated,2379,6.08,1.3068,,3577.0,,
introduction,2380,6.08,1.0069,,1088.0,4740.0,
legit,2381,6.08,1.1753,4483.0,,,
ma,2382,6.08,2.0488,778.0,2088.0,1384.0,633.0
message,2383,6.08,1.122,983.0,1667.0,1340.0,1240.0
negotiate,2384,6.08,1.2752,,,4211.0,
neighbor,2385,6.08,1.3827,4036.0,,4349.0,
neighborhoods,2386,6.08,1.4686,,,3992.0,
numerous,2387,6.08,1.1925,,1365.0,2616.0,
our,2388,6.08,1.066,118.0,74.0,73.0,106.0
oven,2389,6.08,1.3679,3690.0,,,
picked,2390,6.08,1.2095,1754.0,3495.0,3271.0,2006.0
reached,2391,6.08,1.2591,4191.0,864.0,1137.0,2204.0
recognize,2392,6.08,1.4119,4898.0,2373.0,2938.0,2061.0
recognized,2393,6.08,1.3068,,1610.0,3350.0,
rider,2394,6.08,1.4263,,,,2944.0
shows,2395,6.08,1.0467,792.0,701.0,931.0,1421.0
significantly,2396,6.08,0.9655,,2718.0,4428.0,
specialist,2397,6.08,1.5365,,,3273.0,
suggestions,2398,6.08,1.14,2162.0,4004.0,,
superior,2399,6.08,1.5232,3336.0,1760.0,4257.0,
tempo,2400,6.08,1.3068,,,,3073.0
tourists,2401,6.08,1.5097,,,4713.0,
ups,2402,6.08,1.6517,2834.0,,,3965.0
validity,2403,6.08,1.1578,,3907.0,,
vehicle,2404,6.08,1.4546,2149.0,3894.0,3148.0,
votes,2405,6.08,1.5758,4000.0,4343.0,2095.0,
theories,2406,6.06,1.4507,,2261.0,,
associations,2407,6.06,1.5733,,3161.0,,
attachment,2408,6.06,1.5194,,4270.0,,
fluid,2409,6.06,1.2317,,2050.0,,
shells,2410,6.06,1.5057,,,,3855.0
1970s,2411,6.06,1.4486,,4679.0,,
adults,2412,6.06,1.3001,4648.0,2782.0,2433.0,
advocacy,2413,6.06,1.2521,,,4707.0,
bella,2414,6.06,1.2191,4291.0,,,3460.0
brazilian,2415,6.06,1.4486,4069.0,,,
bueno,2416,6.06,1.5572,3321.0,,,
certain,2417,6.06,1.4626,1905.0,252.0,917.0,1713.0
certainly,2418,6.06,1.3463,2982.0,827.0,1380.0,
combinations,2419,6.06,1.2357,,4948.0,,
composed,2420,6.06,1.2521,,2040.0,,
composition,2421,6.06,1.1851,,1783.0,,
couch,2422,6.06,1.2022,2013.0,,,3451.0
created,2423,6.06,1.6088,2105.0,1041.0,1118.0,2699.0
creek,2424,6.06,1.4902,4837.0,3853.0,,
dimes,2425,6.06,1.2191,,,,4134.0
distinct,2426,6.06,1.2357,,1828.0,,
equal,2427,6.06,1.9526,,767.0,2812.0,4138.0
facts,2428,6.06,1.0956,3668.0,1202.0,3618.0,2578.0
flight,2429,6.06,1.834,1173.0,2716.0,1632.0,1827.0
gaze,2430,6.06,1.4902,,,,2947.0
